 
****************************************
Report : resources
Design : DSP_Unit_THREAD_POOL_SIZE6_accl_en1_replicate_accl_en1_multithreaded_accl_en0_SPM_NUM4_Addr_Width14_SIMD8_ACCL_NUM6_FU_NUM6_TPS_CEIL3_TPS_BUF_CEIL3_SPM_ADDR_WID3_SIMD_BITS3_Data_Width32_SIMD_Width256
Version: V-2023.12
Date   : Wed Sep 24 16:47:54 2025
****************************************


Resource Report for this hierarchy in file
        /home/g.vilarde/Klessydra/pulpino-klessydra/ips/FU_breakdown/DSP/RTL-DSP_Unit_syn.vhd
=============================================================================
| Cell           | Module         | Parameters | Contained Operations       |
| lt_x_70        | DW_cmp         | width=19   | lt_718_I62 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_71        | DW_cmp         | width=19   | lt_718_I63 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_72        | DW_cmp         | width=19   | lt_718_I64 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_73        | DW_cmp         | width=19   | lt_718_I65 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_74        | DW_cmp         | width=19   | lt_718_I66 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_75        | DW_cmp         | width=19   | lt_718_I67 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_76        | DW_cmp         | width=19   | lt_718_I68 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_77        | DW_cmp         | width=19   | lt_718_I69 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_78        | DW_cmp         | width=19   | lt_718_I70 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_79        | DW_cmp         | width=19   | lt_718_I71 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_80        | DW_cmp         | width=19   | lt_718_I72 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_81        | DW_cmp         | width=19   | lt_718_I73 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_82        | DW_cmp         | width=19   | lt_718_I74 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_83        | DW_cmp         | width=19   | lt_718_I75 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_84        | DW_cmp         | width=19   | lt_718_I76 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_85        | DW_cmp         | width=19   | lt_718_I77 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_86        | DW_cmp         | width=19   | lt_718_I78 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_87        | DW_cmp         | width=19   | lt_718_I79 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_88        | DW_cmp         | width=19   | lt_718_I80 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_89        | DW_cmp         | width=19   | lt_718_I81 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_90        | DW_cmp         | width=19   | lt_718_I82 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_91        | DW_cmp         | width=19   | lt_718_I83 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_92        | DW_cmp         | width=19   | lt_718_I84 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_93        | DW_cmp         | width=19   | lt_718_I85 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_94        | DW_cmp         | width=19   | lt_718_I86 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_95        | DW_cmp         | width=19   | lt_718_I87 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_96        | DW_cmp         | width=19   | lt_718_I88 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_97        | DW_cmp         | width=19   | lt_718_I89 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_98        | DW_cmp         | width=19   | lt_718_I90 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_99        | DW_cmp         | width=19   | lt_718_I91 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_100       | DW_cmp         | width=19   | lt_718_I92 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_101       | DW_cmp         | width=19   | lt_718_I93 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_102       | DW_cmp         | width=19   | lt_718_I94 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_103       | DW_cmp         | width=19   | lt_718_I95 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_104       | DW_cmp         | width=19   | lt_718_I96 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_105       | DW_cmp         | width=19   | lt_718_I97 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_106       | DW_cmp         | width=19   | lt_718_I98 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_107       | DW_cmp         | width=19   | lt_718_I99 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_108       | DW_cmp         | width=19   | lt_718_I100 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_109       | DW_cmp         | width=19   | lt_718_I101 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_110       | DW_cmp         | width=19   | lt_718_I102 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_111       | DW_cmp         | width=19   | lt_718_I103 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_112       | DW_cmp         | width=19   | lt_718_I104 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_113       | DW_cmp         | width=19   | lt_718_I105 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_114       | DW_cmp         | width=19   | lt_718_I106 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_115       | DW_cmp         | width=19   | lt_718_I107 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_116       | DW_cmp         | width=19   | lt_718_I108 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_117       | DW_cmp         | width=19   | lt_718_I109 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_118       | DW_cmp         | width=19   | lt_718_I110 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_119       | DW_cmp         | width=19   | lt_718_I111 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_120       | DW_cmp         | width=19   | lt_718_I112 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_121       | DW_cmp         | width=19   | lt_718_I113 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_122       | DW_cmp         | width=19   | lt_718_I114 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_123       | DW_cmp         | width=19   | lt_718_I115 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_124       | DW_cmp         | width=19   | lt_718_I116 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_125       | DW_cmp         | width=19   | lt_718_I117 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_126       | DW_cmp         | width=19   | lt_718_I118 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_127       | DW_cmp         | width=19   | lt_718_I119 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_128       | DW_cmp         | width=19   | lt_718_I120 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_129       | DW_cmp         | width=19   | lt_718_I121 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_130       | DW_cmp         | width=19   | lt_718_I122 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_131       | DW_cmp         | width=19   | lt_718_I123 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_132       | DW_cmp         | width=19   | lt_718_I124 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_133       | DW_cmp         | width=19   | lt_718_I125 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_134       | DW_cmp         | width=19   | lt_718_I126 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_135       | DW_cmp         | width=19   | lt_718_I127 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_136       | DW_cmp         | width=19   | lt_718_I128 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_137       | DW_cmp         | width=19   | lt_718_I129 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_138       | DW_cmp         | width=19   | lt_718_I130 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_139       | DW_cmp         | width=19   | lt_718_I131 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_140       | DW_cmp         | width=19   | lt_718_I132 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_141       | DW_cmp         | width=19   | lt_718_I133 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_142       | DW_cmp         | width=19   | lt_718_I134 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_143       | DW_cmp         | width=19   | lt_718_I135 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_144       | DW_cmp         | width=19   | lt_718_I136 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_145       | DW_cmp         | width=19   | lt_718_I137 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_146       | DW_cmp         | width=19   | lt_718_I138 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_147       | DW_cmp         | width=19   | lt_718_I139 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_148       | DW_cmp         | width=19   | lt_718_I140 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_149       | DW_cmp         | width=19   | lt_718_I141 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_150       | DW_cmp         | width=19   | lt_718_I142 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_151       | DW_cmp         | width=19   | lt_718_I143 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_152       | DW_cmp         | width=19   | lt_718_I144 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_153       | DW_cmp         | width=19   | lt_718_I145 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_154       | DW_cmp         | width=19   | lt_718_I146 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_155       | DW_cmp         | width=19   | lt_718_I147 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_156       | DW_cmp         | width=19   | lt_718_I148 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_157       | DW_cmp         | width=19   | lt_718_I149 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_158       | DW_cmp         | width=19   | lt_718_I150 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_159       | DW_cmp         | width=19   | lt_718_I151 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_160       | DW_cmp         | width=19   | lt_718_I152 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_161       | DW_cmp         | width=19   | lt_718_I153 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_162       | DW_cmp         | width=19   | lt_718_I154 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_163       | DW_cmp         | width=19   | lt_718_I155 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_164       | DW_cmp         | width=19   | lt_718_I156 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_165       | DW_cmp         | width=19   | lt_718_I157 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_166       | DW_cmp         | width=19   | lt_718_I158 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_167       | DW_cmp         | width=19   | lt_718_I159 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_168       | DW_cmp         | width=19   | lt_718_I160 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_169       | DW_cmp         | width=19   | lt_718_I161 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_170       | DW_cmp         | width=19   | lt_718_I162 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_171       | DW_cmp         | width=19   | lt_718_I163 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_172       | DW_cmp         | width=19   | lt_718_I164 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_173       | DW_cmp         | width=19   | lt_718_I165 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_174       | DW_cmp         | width=19   | lt_718_I166 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_175       | DW_cmp         | width=19   | lt_718_I167 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_176       | DW_cmp         | width=19   | lt_718_I168 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_177       | DW_cmp         | width=19   | lt_718_I169 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_178       | DW_cmp         | width=19   | lt_718_I170 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_179       | DW_cmp         | width=19   | lt_718_I171 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_180       | DW_cmp         | width=19   | lt_718_I172 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_181       | DW_cmp         | width=19   | lt_718_I173 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_182       | DW_cmp         | width=19   | lt_718_I174 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_183       | DW_cmp         | width=19   | lt_718_I175 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_184       | DW_cmp         | width=19   | lt_718_I176 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_185       | DW_cmp         | width=19   | lt_718_I177 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_186       | DW_cmp         | width=19   | lt_718_I178 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_187       | DW_cmp         | width=19   | lt_718_I179 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_188       | DW_cmp         | width=19   | lt_718_I180 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_189       | DW_cmp         | width=19   | lt_718_I181 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_190       | DW_cmp         | width=19   | lt_718_I182 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_191       | DW_cmp         | width=19   | lt_718_I183 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_192       | DW_cmp         | width=19   | lt_718_I184 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_193       | DW_cmp         | width=19   | lt_718_I185 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_194       | DW_cmp         | width=19   | lt_718_I186 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_195       | DW_cmp         | width=19   | lt_718_I187 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_196       | DW_cmp         | width=19   | lt_718_I188 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_197       | DW_cmp         | width=19   | lt_718_I189 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_198       | DW_cmp         | width=19   | lt_718_I190 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_199       | DW_cmp         | width=19   | lt_718_I191 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_200       | DW_cmp         | width=19   | lt_718_I192 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_201       | DW_cmp         | width=19   | lt_718_I193 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_202       | DW_cmp         | width=19   | lt_718_I194 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_203       | DW_cmp         | width=19   | lt_718_I195 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_204       | DW_cmp         | width=19   | lt_718_I196 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_205       | DW_cmp         | width=19   | lt_718_I197 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_206       | DW_cmp         | width=19   | lt_718_I198 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_207       | DW_cmp         | width=19   | lt_718_I199 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_208       | DW_cmp         | width=19   | lt_718_I200 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_209       | DW_cmp         | width=19   | lt_718_I201 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_210       | DW_cmp         | width=19   | lt_718_I202 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_211       | DW_cmp         | width=19   | lt_718_I203 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_212       | DW_cmp         | width=19   | lt_718_I204 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_213       | DW_cmp         | width=19   | lt_718_I205 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_214       | DW_cmp         | width=19   | lt_718_I206 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_215       | DW_cmp         | width=19   | lt_718_I207 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_216       | DW_cmp         | width=19   | lt_718_I208 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_217       | DW_cmp         | width=19   | lt_718_I209 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_218       | DW_cmp         | width=19   | lt_718_I210 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_219       | DW_cmp         | width=19   | lt_718_I211 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_220       | DW_cmp         | width=19   | lt_718_I212 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_221       | DW_cmp         | width=19   | lt_718_I213 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_222       | DW_cmp         | width=19   | lt_718_I214 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_223       | DW_cmp         | width=19   | lt_718_I215 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_224       | DW_cmp         | width=19   | lt_718_I216 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_225       | DW_cmp         | width=19   | lt_718_I217 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_226       | DW_cmp         | width=19   | lt_718_I218 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_227       | DW_cmp         | width=19   | lt_718_I219 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_228       | DW_cmp         | width=19   | lt_718_I220 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_229       | DW_cmp         | width=19   | lt_718_I221 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_230       | DW_cmp         | width=19   | lt_718_I222 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_231       | DW_cmp         | width=19   | lt_718_I223 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_232       | DW_cmp         | width=19   | lt_718_I224 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_233       | DW_cmp         | width=19   | lt_718_I225 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_234       | DW_cmp         | width=19   | lt_718_I226 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_235       | DW_cmp         | width=19   | lt_718_I227 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_236       | DW_cmp         | width=19   | lt_718_I228 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_237       | DW_cmp         | width=19   | lt_718_I229 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_238       | DW_cmp         | width=19   | lt_718_I230 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_239       | DW_cmp         | width=19   | lt_718_I231 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_240       | DW_cmp         | width=19   | lt_718_I232 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_241       | DW_cmp         | width=19   | lt_718_I233 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_242       | DW_cmp         | width=19   | lt_718_I234 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_243       | DW_cmp         | width=19   | lt_718_I235 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_244       | DW_cmp         | width=19   | lt_718_I236 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_245       | DW_cmp         | width=19   | lt_718_I237 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_246       | DW_cmp         | width=19   | lt_718_I238 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_247       | DW_cmp         | width=19   | lt_718_I239 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_248       | DW_cmp         | width=19   | lt_718_I240 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_249       | DW_cmp         | width=19   | lt_718_I241 (RTL-DSP_Unit_syn.vhd:718) |
