 
****************************************
Report : resources
Design : DSP_Unit_THREAD_POOL_SIZE3_accl_en1_replicate_accl_en1_multithreaded_accl_en0_SPM_NUM4_Addr_Width14_SIMD4_ACCL_NUM3_FU_NUM3_TPS_CEIL2_TPS_BUF_CEIL1_SPM_ADDR_WID3_SIMD_BITS2_Data_Width32_SIMD_Width128
Version: V-2023.12
Date   : Wed Sep 24 12:21:15 2025
****************************************


Resource Report for this hierarchy in file
        /home/g.vilarde/Klessydra/pulpino-klessydra/ips/FU_breakdown/DSP/RTL-DSP_Unit_syn.vhd
=============================================================================
| Cell           | Module         | Parameters | Contained Operations       |
| lt_x_70        | DW_cmp         | width=19   | lt_718_I62 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_71        | DW_cmp         | width=19   | lt_718_I63 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_72        | DW_cmp         | width=19   | lt_718_I64 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_73        | DW_cmp         | width=19   | lt_718_I65 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_74        | DW_cmp         | width=19   | lt_718_I66 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_75        | DW_cmp         | width=19   | lt_718_I67 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_76        | DW_cmp         | width=19   | lt_718_I68 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_77        | DW_cmp         | width=19   | lt_718_I69 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_78        | DW_cmp         | width=19   | lt_718_I70 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_79        | DW_cmp         | width=19   | lt_718_I71 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_80        | DW_cmp         | width=19   | lt_718_I72 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_81        | DW_cmp         | width=19   | lt_718_I73 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_82        | DW_cmp         | width=19   | lt_718_I74 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_83        | DW_cmp         | width=19   | lt_718_I75 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_84        | DW_cmp         | width=19   | lt_718_I76 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_85        | DW_cmp         | width=19   | lt_718_I77 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_86        | DW_cmp         | width=19   | lt_718_I78 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_87        | DW_cmp         | width=19   | lt_718_I79 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_88        | DW_cmp         | width=19   | lt_718_I80 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_89        | DW_cmp         | width=19   | lt_718_I81 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_90        | DW_cmp         | width=19   | lt_718_I82 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_91        | DW_cmp         | width=19   | lt_718_I83 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_92        | DW_cmp         | width=19   | lt_718_I84 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_93        | DW_cmp         | width=19   | lt_718_I85 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_94        | DW_cmp         | width=19   | lt_718_I86 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_95        | DW_cmp         | width=19   | lt_718_I87 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_96        | DW_cmp         | width=19   | lt_718_I88 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_97        | DW_cmp         | width=19   | lt_718_I89 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_98        | DW_cmp         | width=19   | lt_718_I90 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_99        | DW_cmp         | width=19   | lt_718_I91 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_100       | DW_cmp         | width=19   | lt_718_I92 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_101       | DW_cmp         | width=19   | lt_718_I93 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_102       | DW_cmp         | width=19   | lt_718_I94 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_103       | DW_cmp         | width=19   | lt_718_I95 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_104       | DW_cmp         | width=19   | lt_718_I96 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_105       | DW_cmp         | width=19   | lt_718_I97 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_106       | DW_cmp         | width=19   | lt_718_I98 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_107       | DW_cmp         | width=19   | lt_718_I99 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_108       | DW_cmp         | width=19   | lt_718_I100 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_109       | DW_cmp         | width=19   | lt_718_I101 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_110       | DW_cmp         | width=19   | lt_718_I102 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_111       | DW_cmp         | width=19   | lt_718_I103 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_112       | DW_cmp         | width=19   | lt_718_I104 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_113       | DW_cmp         | width=19   | lt_718_I105 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_114       | DW_cmp         | width=19   | lt_718_I106 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_115       | DW_cmp         | width=19   | lt_718_I107 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_116       | DW_cmp         | width=19   | lt_718_I108 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_117       | DW_cmp         | width=19   | lt_718_I109 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_118       | DW_cmp         | width=19   | lt_718_I110 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_119       | DW_cmp         | width=19   | lt_718_I111 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_120       | DW_cmp         | width=19   | lt_718_I112 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_121       | DW_cmp         | width=19   | lt_718_I113 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_122       | DW_cmp         | width=19   | lt_718_I114 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_123       | DW_cmp         | width=19   | lt_718_I115 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_124       | DW_cmp         | width=19   | lt_718_I116 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_125       | DW_cmp         | width=19   | lt_718_I117 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_126       | DW_cmp         | width=19   | lt_718_I118 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_127       | DW_cmp         | width=19   | lt_718_I119 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_128       | DW_cmp         | width=19   | lt_718_I120 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_129       | DW_cmp         | width=19   | lt_718_I121 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_130       | DW_cmp         | width=19   | lt_718_I122 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_131       | DW_cmp         | width=19   | lt_718_I123 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_132       | DW_cmp         | width=19   | lt_718_I124 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_133       | DW_cmp         | width=19   | lt_718_I125 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_134       | DW_cmp         | width=19   | lt_718_I126 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_135       | DW_cmp         | width=19   | lt_718_I127 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_136       | DW_cmp         | width=19   | lt_718_I128 (RTL-DSP_Unit_syn.vhd:718) |
| lte_x_348      | DW_cmp         | width=32   | lte_813 (RTL-DSP_Unit_syn.vhd:813) |
| lte_x_349      | DW_cmp         | width=15   | lte_gte_818 (RTL-DSP_Unit_syn.vhd:818) |
| lte_x_350      | DW_cmp         | width=15   | lte_gte_820 (RTL-DSP_Unit_syn.vhd:820) |
| lte_x_352      | DW_cmp         | width=14   | lte_822_I2 (RTL-DSP_Unit_syn.vhd:822) |
| lte_x_354      | DW_cmp         | width=14   | lte_822_I3 (RTL-DSP_Unit_syn.vhd:822) |
| lte_x_356      | DW_cmp         | width=14   | lte_822_I4 (RTL-DSP_Unit_syn.vhd:822) |
| lte_x_717      | DW_cmp         | width=15   | lte_gte_651_G2 (RTL-DSP_Unit_syn.vhd:651) |
| add_x_718      | DW01_add       | width=14   | add_684_G2 (RTL-DSP_Unit_syn.vhd:684) |
| gte_x_719      | DW_cmp         | width=15   | gte_687_G2 (RTL-DSP_Unit_syn.vhd:687) |
| sub_x_720      | DW01_sub       | width=15   | sub_688_G2 (RTL-DSP_Unit_syn.vhd:688) |
| gte_x_721      | DW_cmp         | width=15   | gte_711_G2 (RTL-DSP_Unit_syn.vhd:711) |
| sub_x_722      | DW01_sub       | width=15   | sub_713_G2 (RTL-DSP_Unit_syn.vhd:713) |
| lt_x_723       | DW_cmp         | width=19   | lt_718_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_724       | DW_cmp         | width=19   | lt_718_I2_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_725       | DW_cmp         | width=19   | lt_718_I3_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_726       | DW_cmp         | width=19   | lt_718_I4_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_727       | DW_cmp         | width=19   | lt_718_I5_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_728       | DW_cmp         | width=19   | lt_718_I6_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_729       | DW_cmp         | width=19   | lt_718_I7_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_730       | DW_cmp         | width=19   | lt_718_I8_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_731       | DW_cmp         | width=19   | lt_718_I9_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_732       | DW_cmp         | width=19   | lt_718_I10_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_733       | DW_cmp         | width=19   | lt_718_I11_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_734       | DW_cmp         | width=19   | lt_718_I12_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_735       | DW_cmp         | width=19   | lt_718_I13_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_736       | DW_cmp         | width=19   | lt_718_I14_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_737       | DW_cmp         | width=19   | lt_718_I15_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_738       | DW_cmp         | width=19   | lt_718_I16_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_739       | DW_cmp         | width=19   | lt_718_I17_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_740       | DW_cmp         | width=19   | lt_718_I18_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_741       | DW_cmp         | width=19   | lt_718_I19_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_742       | DW_cmp         | width=19   | lt_718_I20_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_743       | DW_cmp         | width=19   | lt_718_I21_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_744       | DW_cmp         | width=19   | lt_718_I22_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_745       | DW_cmp         | width=19   | lt_718_I23_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_746       | DW_cmp         | width=19   | lt_718_I24_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_747       | DW_cmp         | width=19   | lt_718_I25_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_748       | DW_cmp         | width=19   | lt_718_I26_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_749       | DW_cmp         | width=19   | lt_718_I27_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_750       | DW_cmp         | width=19   | lt_718_I28_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_751       | DW_cmp         | width=19   | lt_718_I29_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_752       | DW_cmp         | width=19   | lt_718_I30_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_753       | DW_cmp         | width=19   | lt_718_I31_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_754       | DW_cmp         | width=19   | lt_718_I32_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_755       | DW_cmp         | width=19   | lt_718_I33_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_756       | DW_cmp         | width=19   | lt_718_I34_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_757       | DW_cmp         | width=19   | lt_718_I35_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_758       | DW_cmp         | width=19   | lt_718_I36_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_759       | DW_cmp         | width=19   | lt_718_I37_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_760       | DW_cmp         | width=19   | lt_718_I38_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_761       | DW_cmp         | width=19   | lt_718_I39_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_762       | DW_cmp         | width=19   | lt_718_I40_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_763       | DW_cmp         | width=19   | lt_718_I41_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_764       | DW_cmp         | width=19   | lt_718_I42_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_765       | DW_cmp         | width=19   | lt_718_I43_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_766       | DW_cmp         | width=19   | lt_718_I44_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_767       | DW_cmp         | width=19   | lt_718_I45_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_768       | DW_cmp         | width=19   | lt_718_I46_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_769       | DW_cmp         | width=19   | lt_718_I47_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_770       | DW_cmp         | width=19   | lt_718_I48_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_771       | DW_cmp         | width=19   | lt_718_I49_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_772       | DW_cmp         | width=19   | lt_718_I50_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_773       | DW_cmp         | width=19   | lt_718_I51_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_774       | DW_cmp         | width=19   | lt_718_I52_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_775       | DW_cmp         | width=19   | lt_718_I53_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_776       | DW_cmp         | width=19   | lt_718_I54_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_777       | DW_cmp         | width=19   | lt_718_I55_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_778       | DW_cmp         | width=19   | lt_718_I56_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_779       | DW_cmp         | width=19   | lt_718_I57_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_780       | DW_cmp         | width=19   | lt_718_I58_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_781       | DW_cmp         | width=19   | lt_718_I59_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_782       | DW_cmp         | width=19   | lt_718_I60_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_783       | DW_cmp         | width=19   | lt_718_I61_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_784       | DW_cmp         | width=19   | lt_718_I62_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_785       | DW_cmp         | width=19   | lt_718_I63_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_786       | DW_cmp         | width=19   | lt_718_I64_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_787       | DW_cmp         | width=19   | lt_718_I65_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_788       | DW_cmp         | width=19   | lt_718_I66_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_789       | DW_cmp         | width=19   | lt_718_I67_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_790       | DW_cmp         | width=19   | lt_718_I68_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_791       | DW_cmp         | width=19   | lt_718_I69_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_792       | DW_cmp         | width=19   | lt_718_I70_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_793       | DW_cmp         | width=19   | lt_718_I71_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_794       | DW_cmp         | width=19   | lt_718_I72_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_795       | DW_cmp         | width=19   | lt_718_I73_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_796       | DW_cmp         | width=19   | lt_718_I74_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_797       | DW_cmp         | width=19   | lt_718_I75_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_798       | DW_cmp         | width=19   | lt_718_I76_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_799       | DW_cmp         | width=19   | lt_718_I77_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_800       | DW_cmp         | width=19   | lt_718_I78_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_801       | DW_cmp         | width=19   | lt_718_I79_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_802       | DW_cmp         | width=19   | lt_718_I80_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_803       | DW_cmp         | width=19   | lt_718_I81_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_804       | DW_cmp         | width=19   | lt_718_I82_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_805       | DW_cmp         | width=19   | lt_718_I83_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_806       | DW_cmp         | width=19   | lt_718_I84_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_807       | DW_cmp         | width=19   | lt_718_I85_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_808       | DW_cmp         | width=19   | lt_718_I86_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_809       | DW_cmp         | width=19   | lt_718_I87_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_810       | DW_cmp         | width=19   | lt_718_I88_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_811       | DW_cmp         | width=19   | lt_718_I89_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_812       | DW_cmp         | width=19   | lt_718_I90_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_813       | DW_cmp         | width=19   | lt_718_I91_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_814       | DW_cmp         | width=19   | lt_718_I92_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_815       | DW_cmp         | width=19   | lt_718_I93_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_816       | DW_cmp         | width=19   | lt_718_I94_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_817       | DW_cmp         | width=19   | lt_718_I95_G2 (RTL-DSP_Unit_syn.vhd:718) |
| lt_x_818       | DW_cmp         | width=19   | lt_718_I96_G2 (RTL-DSP_Unit_syn.vhd:718) |
